subject,relation,object
带脉,附注,足少阳、带脉二经之会。
五枢,拼音,Wǔshū
五枢,定位,在侧腹部，当髂前上棘的前方，横平脐下３寸处。
五枢,解剖,有腹内、外斜肌及腹横肌；有旋髂浅、深动、静脉；布有髂腹下神经。
五枢,主治,阴挺，赤白带下，月经不调，疝气，少腹痛，便秘，腰胯痛。
五枢,配伍,五枢透维道、气海俞、阳陵泉对子宫全切术针麻。
五枢,刺灸法,直刺０.８～１.５寸；可灸。
五枢,附注,足少阳、带脉二经之会。
维道,拼音,Wéidào
维道,定位,在侧腹部，当髂前上棘的前下方，五枢前下０.５寸。
维道,解剖,在髂前上棘前内方，有腹内、外斜肌及腹横肌；有旋髂浅、深动、静脉；布有髂腹股沟神经。
维道,主治,腰胯痛，少腹痛，阴挺，疝气，带下，月经不调，水肿。
维道,配伍,配百会、气海、足三里、三阴交治气虚下陷之阴挺或带下症；配五枢、带脉、中极、太冲、三阴交治卵巢囊肿、闭经；配横骨、冲门、气冲、大敦治疝气。
维道,刺灸法,向前下方斜刺０.８～１.５寸；可灸。
维道,附注,足少阳、带脉之会。
居髎,拼音,Jūliáo
居髎,定位,在髋部，当髂前上棘与股骨大转子最凸点连线的中点处。
居髎,解剖,有臀中肌，臀小肌；有臀上动、静脉下支；布有臀上皮神经及臀上神经。
居髎,主治,腰腿痹痛，瘫痪，足痿，疝气。
居髎,配伍,配环跳、委中治腿风湿痛。配腰夹脊穴L1～2、L3～5、环跳、跳跃、风市、阳陵泉、条口、悬钟治中风下肢瘫痪、根性坐骨神经痛、腓总神经麻痹。
居髎,刺灸法,直刺或斜刺１.５～２寸；可灸。
居髎,附注,阳跷、足少阳之会。
环跳,拼音,Huántiào
环跳,定位,在股外侧部，侧卧屈股，当股骨大转子最凸点与骶管裂孔连线的外三分之一与中三分之一交点处。
环跳,解剖,在臀大肌、梨状肌下缘；内侧为臀下动、静脉；布有臀下皮神经，臀下神经，深部正当坐骨神经。
环跳,主治,腰胯疼痛，半身不遂，下肢痿痹，遍身风疹，挫闪腰疼，膝踝肿痛不能转侧。
环跳,配伍,配风市治风痹；配太白、足三里、阳陵泉、丰隆、飞扬治下肢水潴留、静脉炎；配风市、膝阳关、阳陵泉、丘墟治胆经型坐骨神经痛；配居髎、风市、中渎治股外侧皮神经炎；配髀关、伏兔、风市、犊鼻、足三里、阳陵泉、太冲、太溪治小儿麻痹，肌萎缩，中风半身不遂。
环跳,刺灸法,直刺２～２.５寸；可灸。
环跳,附注,足少阳、太阳二脉之会。
风市,拼音,Fēngshì
风市,定位,在大腿外侧部的中线上，当腘横纹上７寸。或直立垂手时，中指尖处。
风市,解剖,在阔筋膜下，股外侧肌中；有旋股外侧动、静脉肌支；布有股外侧皮神经，股神经肌支。
风市,主治,中风半身不遂，下肢痿痹、麻木，遍身瘙痒，脚气。
风市,配伍,配风池、大杼、大椎、命门、关元、腰阳关、十七椎治中心型类风湿。
风市,刺灸法,直刺１～１.５寸；可灸。
中渎,拼音,Zhōngdú
中渎,定位,在大腿外侧，当风市下２寸，或腘横纹上５寸，股外肌与股二头肌之间。
中渎,解剖,在阔筋膜下，股外侧肌中；有旋股外侧动、静脉肌支；布有股外侧皮神经，股神经肌支。
中渎,主治,下肢痿痹、麻木，半身不遂。
中渎,配伍,配环跳、风市、膝阳关、阳陵泉、足三里治中风后遗症、下肢瘫痪及小儿麻痹症。
中渎,刺灸法,直刺１～１.５寸；可灸。
膝阳关,拼音,Xīyángguān
膝阳关,定位,在膝外侧，当股骨外上髁上方的凹陷处。
膝阳关,解剖,在髂胫束后方，股二头肌腱前方；有膝上外侧动、静脉；布有股外侧皮神经末支。
膝阳关,主治,膝膑肿痛，腘筋挛急，小腿麻木。
膝阳关,配伍,配环跳、承筋治胫痹不仁；配血海、膝关、犊鼻、丰隆、曲池、合谷治膝关节炎。
膝阳关,刺灸法,直刺０.８～１寸。
阳陵泉,拼音,Yánglíngquán
阳陵泉,定位,在小腿外侧，当腓骨小头前下方凹陷处。
阳陵泉,解剖,在腓骨长、短肌中；有膝下外侧动、静脉；当腓总神经分为腓浅神经及腓深神经处。
阳陵泉,主治,半身不遂，下肢痿痹、麻木，膝肿痛，脚气，胁肋痛，口苦，呕吐，黄疸，小儿惊风，破伤风。
阳陵泉,配伍,配曲池治半身不遂；配日月、期门、胆俞、至阳治黄疸、胆囊炎、胆结石；配足三里、上廉治胸胁痛。
阳陵泉,刺灸法,直刺或斜向下刺１～１.５寸；可灸。
阳交,拼音,Yángjiāo
阳交,定位,在小腿外侧，当外踝尖上７寸，腓骨后缘。
阳交,解剖,在腓骨长肌附着部；布有腓肠外侧皮神经。
阳交,主治,胸胁胀满疼痛，面肿，惊狂，癫疾，瘈疭，膝股痛，下肢痿痹。
阳交,配伍,配支沟、相应节段夹脊穴治带状疱疹之神经痛；配阳辅、绝骨、行间、昆仑、丘墟治两足麻木；配环跳、秩边、风市、伏兔、昆仑治风湿性腰腿痛～腰扭伤、坐骨神经痛、中风半身不遂之下肢瘫痪、小儿麻痹症。
阳交,刺灸法,直刺０.５～０.８寸；可灸。
阳交,附注,阳维脉郄穴。
外丘,拼音,Wàiqiū
外丘,定位,在小腿外侧，当外踝尖上７寸，腓骨前缘，平阳交。
外丘,解剖,在腓骨长肌和趾总伸肌之间，深层为腓骨短肌；有胫前动、静脉肌支；布有腓浅神经。
外丘,主治,颈项强痛，胸胁痛，疯犬伤毒不出，下肢痿痹，癫疾，小儿龟胸。
外丘,配伍,配腰奇、间使、丰隆、百会治癫痫；配环跳、伏兔、阳陵泉、阳交治下肢痿、痹、瘫；配陵后、足三里、条口、阳陵泉治腓总神经麻痹。
外丘,刺灸法,直刺０.５～０.８寸；可灸。
外丘,附注,胆经郄穴。
光明,拼音,Guāngmíng
光明,定位,在小腿外侧，当外踝尖上５寸，腓骨前缘。
光明,解剖,在趾长伸肌和腓骨短肌之间；有胫前动、静脉分支；布有腓浅神经。
光明,主治,目痛，夜盲，乳胀痛，膝痛，下肢痿痹，颊肿。
光明,配伍,配肝俞、肾俞、风池、目窗、睛明、行间治青光眼和早期白内障。
光明,刺灸法,直刺０.５～０.８寸；可灸。
光明,附注,胆经络穴。
阳辅,拼音,Yángfǔ
阳辅,定位,在小腿外侧，当外踝尖上４寸，腓骨前缘稍前方。
阳辅,解剖,在趾长伸肌和腓骨短肌之间；有胫前动、静脉分支；布有腓浅神经。
阳辅,主治,偏头痛，目外眦痛，缺盆中痛，腋下痛，瘰疬，胸、胁、下肢外侧痛，疟疾，半身不遂。
阳辅,配伍,配陵后、飞扬、金门治下肢痿痹瘫之足内翻畸型。
阳辅,刺灸法,直刺０.５～０.８寸。
阳辅,附注,胆经经穴。
悬钟,拼音,Xuánzhōng
悬钟,定位,在小腿外侧，当外踝尖上３寸，腓骨前缘。
悬钟,解剖,在腓骨短肌与趾长伸肌分歧处；有胫前动、静脉分支；布有腓浅神经。
悬钟,主治,半身不遂，颈项强痛，胸腹胀满，胁肋疼痛，膝腿痛，脚气，腋下肿。
悬钟,配伍,配内庭治心腹胀满；配昆仑、合谷、肩髃、曲池、足三里治中风、半身不遂；配后溪、列缺治项强、落枕。
悬钟,刺灸法,直刺０.５～０.８寸；可灸。
悬钟,附注,八会穴～～髓会。
丘墟,拼音,Qiūxū
丘墟,定位,在外踝的前下方，当趾长伸肌腱的外侧凹陷处。
丘墟,解剖,在趾短伸肌起点；有外踝前动、静脉分支；布有足背中间皮神经分支及腓浅神经分支。
丘墟,主治,颈项痛，腋下肿，胸胁痛，下肢痿痹，外踝肿痛，疟疾，疝气，目赤肿痛，目生翳膜，中风偏瘫。
丘墟,配伍,配昆仑、绝骨治踝跟足痛；配中渎治胁痛；配大敦、阴市、照海治卒疝；配日月、期门、肝俞、胆俞、阳陵泉、腕骨治黄疸、胆道疾患。
丘墟,刺灸法,直刺０.５～０.８寸；可灸。
丘墟,附注,胆经原穴。
足临泣,拼音,Zúlínqì
足临泣,定位,在足背外侧，当足４趾本节（第４趾关节）的后方，小趾伸肌腱的外侧凹陷处。
足临泣,解剖,有足背静脉网，第四趾背侧动、静脉；布有足背中间皮神经。
足临泣,主治,头痛，目外眦痛，目眩，乳痈，瘰疬，胁肋痛，疟疾，中风偏瘫，痹痛不仁，足跗肿痛。
足临泣,配伍,配三阴交治痹证；配三阴交、中极治月事不利。
足临泣,刺灸法,直刺０.５～０.８寸；可灸。
足临泣,附注,胆经输穴；八脉交会穴～～通带脉。
地五会,拼音,Dìwǔhuì
地五会,定位,在足背外侧，当足４趾本节（第４趾关节）的后方，第４、５趾骨之间，小趾伸肌腱的内侧缘。
地五会,解剖,有足背静脉网，第四跖背侧动、静脉；布有足背中间皮神经。
地五会,主治,头痛，目赤痛，耳鸣，耳聋，胸满，胁痛，腋肿，乳痈，跗肿。
地五会,配伍,配耳门、足三里治耳鸣、腰痛。
地五会,刺灸法,直刺或斜刺０.５～０.８寸。
侠溪,拼音,Xiáxī
侠溪,定位,在足背外侧，当第４、５趾间，趾蹼缘后方赤白肉际处。
侠溪,解剖,有趾背侧动、静脉；布有足背中间皮神经之趾背侧神经。
侠溪,主治,头痛，眩晕，惊悸，耳鸣，耳聋，目外眦赤痛，颊肿，胸胁痛，膝股痛，足跗肿痛，疟疾。
侠溪,配伍,配太阳、太冲、阳白、风池、头临泣治眩晕、偏头痛、耳鸣耳聋、目外眦痛。
侠溪,刺灸法,直刺或斜刺０.３～０.５寸；可灸。
侠溪,附注,胆经荥穴。
足窍阴,拼音,Zúqiàoyīn
足窍阴,定位,在第４趾末节外侧，距趾甲角０.１寸。
足窍阴,解剖,有趾背侧动、静脉和趾跖动脉形成的动脉网；布有趾背侧神经。
足窍阴,主治,偏头痛，目眩，目赤肿痛，耳聋，耳鸣，喉痹，胸胁痛，足跗肿痛，多梦，热病。
足窍阴,配伍,配太冲、太溪、内关、太阳、风池、百会治神经性头痛、高血压病、肋间神经痛、胸膜炎、急性传染性结膜炎、神经性耳聋等；配阳陵泉、期门、支沟、太冲治胆道疾患；配水沟、太冲、中冲、百会、风池急救中风昏迷。
足窍阴,刺灸法,直刺０.１～０.２寸；可灸。
足窍阴,附注,胆经经穴。
大敦,拼音,Dàdūn
大敦,定位,在足大指末节外侧，距趾甲角０.１寸。
大敦,解剖,有足趾背动、静脉；布有腓神经的趾背神经。
大敦,主治,疝气，缩阴，阴中痛，月经不调，血崩，尿血，癃闭，遗尿，淋疾，癫狂，痫证，少腹痛。
大敦,配伍,配内关、水沟治癫、狂、痫和中风昏仆；配膻中、天突、间使治梅核气。
大敦,刺灸法,斜刺0.1～0.2寸，或用三陵针点刺出血；可灸。
大敦,附注,肝经井穴。
行间,拼音,Xíngjiān
行间,定位,在足背侧，当第1、2趾间，趾蹼缘的后方赤白肉际处。
行间,解剖,有足背静脉网；第一趾背侧动、静脉；腓神经的跖背侧神经分为趾背神经的分歧处。
行间,主治,月经过多，闭经，痛经，白带，阴中痛，遗尿，淋疾，疝气，胸胁满痛，呃逆，咳嗽，洞泻，头痛，眩晕，目赤痛，青盲，中风，癫痫，瘛疭，失眠，口喎，膝肿，下肢内侧痛，足跗肿痛。
行间,配伍,配睛明治青光眼、降眼压；配太冲、合谷、、风池、百会治肝火上炎、头痛、眩晕、衄血；配中脘、肝俞、胃俞治肝气犯胃之胃痛；配中府、孔最治肝火犯肺干咳或咯血。
行间,刺灸法,直刺0.5～0.8寸；可灸。
行间,附注,肝经荥穴。
太冲,拼音,Tàichōng
太冲,定位,在足背侧，当第1跖骨间隙的后方凹陷处。
太冲,解剖,在拇长伸肌腱外缘；有足背静脉网，第一跖背侧动脉；布有腓深神经的跖背侧神经，深层为胫神经足底内侧神经。
太冲,主治,头痛，眩晕，疝气，月经不调，癃闭，遗尿，小儿惊风，癫狂，痫证，胁痛，腹胀，黄疸，呕逆，咽痛嗌干，目赤肿痛，膝股内侧痛，足跗肿，下肢痿痹。
太冲,配伍,配大敦治七疝；泻太冲、补太溪、复溜治肝阳上亢之眩晕；配合谷为开四关又治四肢抽搐；配肝俞、膈俞、太溪、血海治贫血、羸瘦；配间使、鸠尾、心俞、肝俞治癫狂痫。
太冲,刺灸法,直刺0.5～0.8寸；可灸。
太冲,附注,肝经输穴、原穴。
中封,拼音,Zhōngfēng
中封,定位,在足背侧，当足内踝前，商丘与解溪连线之间，胫骨前肌腱的内侧凹陷处。
中封,解剖,在胫骨前肌腱的内侧；有足背静脉网；布有足背侧皮神经的分支及隐神经。
中封,主治,疝气，阴茎痛，遗精，小便不利，黄疸，胸腹胀满，腰痛，足冷，内踝肿痛。
中封,配伍,配胆俞、阳陵泉、太冲、内庭泄热舒肝，治黄疸、疟疾；配足三里、阴廉治阴缩入腹、阴茎痛、遗精、淋症、小便不利。
中封,刺灸法,直刺0.5～0.8寸；可灸。
中封,附注,肝经经穴。
蠡沟,拼音,Lìgōu
蠡沟,定位,在小腿内侧，当足内踝尖上5寸，胫骨内侧面的中央。
蠡沟,解剖,在胫骨内侧面下三分之一处；其内后侧有大隐静脉；布有隐神经的前支。
蠡沟,主治,月经不调，赤白带下，阴挺，阴痒，疝气，小便不利，睾丸肿痛，小腹痛，腰背拘急不可俯仰，胫部酸痛。
蠡沟,配伍,配百虫窝、阴陵泉、三阴交治滴虫性阴道炎；配中都、地机、中极、三阴交治月经不调、带下症、睾丸炎；配大敦、气冲治睾肿、卒疝、赤白带下。
蠡沟,刺灸法,平刺0.5～0.8寸；可灸。
蠡沟,附注,肝经络穴。
中都,拼音,Zhōngdū
中都,定位,在小腿内侧，当足内踝尖上7寸，胫骨内侧面的中央。
中都,解剖,在胫骨内侧面中央；其内后侧有大隐静脉；布有隐神经的中支。
中都,主治,胁痛，腹胀，泄泻，疝气，小腹痛，崩漏，恶露不尽。
中都,配伍,配血海、三阴交治月经过多和崩漏、产后恶露不绝；配合谷、次髎、三阴交治痛经；配脾俞、阴陵泉治白带症；配足三里、梁丘治肝木乘土之腹胀、泄泻；配太冲治疝气；配三阴交、阴陵泉、膝阳关、膝关、伏兔、箕门治下肢痿痹瘫痛。
中都,刺灸法,平刺０.５～０.８寸；可灸。
中都,附注,肝经郄穴。
膝关,拼音,Xīguān
膝关,定位,在小腿内侧，当胫骨内髁的后下方，阴陵泉后1寸，腓肠肌内侧头的上部。
膝关,解剖,在胫骨内侧后下方，腓肠肌内侧头的上部；深部有胫后动脉；布有腓肠内侧皮神经，深层为胫神经。
膝关,主治,膝膑肿痛，寒湿走注，历节风痛，下肢痿痹。
膝关,配伍,配足三里、血海、阴市、阳陵泉、髀关、伏兔、丰隆治中风下肢不遂、小儿麻痹等；配委中、足三里治两膝红肿疼痛。
膝关,刺灸法,直刺０.８～１寸；可灸。
曲泉,拼音,Qūquán
曲泉,定位,在膝内侧，屈膝，当膝关节内侧端，股骨内侧髁的后缘，半腱肌、半膜肌止端的前缘凹陷处。
